at,timestamp,sleep_class
2020-05-28 22:22,1590700975,4
2020-05-28 22:55,1590702955,2
2020-05-28 22:56,1590703015,4
2020-05-28 23:14,1590704065,2
2020-05-28 23:18,1590704335,3
2020-05-28 23:32,1590705145,2
2020-05-29 00:00,1590706825,3
2020-05-29 00:07,1590707275,4
2020-05-29 00:22,1590708175,2
2020-05-29 00:28,1590708535,3
2020-05-29 00:44,1590709495,2
2020-05-29 01:07,1590710875,1
2020-05-29 01:17,1590711445,2
2020-05-29 01:36,1590712585,1
2020-05-29 01:45,1590713125,2
2020-05-29 02:10,1590714625,3
2020-05-29 02:31,1590715915,2
2020-05-29 02:51,1590717085,1
2020-05-29 03:02,1590717775,2
2020-05-29 03:25,1590719125,1
2020-05-29 03:42,1590720145,2
2020-05-29 03:51,1590720715,3
2020-05-29 04:06,1590721585,4
2020-05-29 04:12,1590721975,3
2020-05-29 04:20,1590722425,2
2020-05-29 04:49,1590724195,1
2020-05-29 05:09,1590725365,2
2020-05-29 05:28,1590726505,3
2020-05-29 05:45,1590727525,2
2020-05-29 06:11,1590729115,1
2020-05-29 06:23,1590729805,2
2020-05-29 06:37,1590730645,3
2020-05-29 06:44,1590731095,2
2020-05-29 07:11,1590732685,4
