at,timestamp,sleep_class
2020-06-01 21:29,1591043353,4
2020-06-01 21:42,1591044163,2
2020-06-01 21:54,1591044883,4
2020-06-01 22:15,1591046143,3
2020-06-01 22:21,1591046503,4
2020-06-01 22:29,1591046983,3
2020-06-01 22:37,1591047463,2
2020-06-01 23:07,1591049233,3
2020-06-01 23:14,1591049683,2
2020-06-01 23:17,1591049833,4
2020-06-01 23:31,1591050673,3
2020-06-01 23:38,1591051123,2
2020-06-02 00:04,1591052683,1
2020-06-02 00:19,1591053583,2
2020-06-02 00:34,1591054483,1
2020-06-02 00:49,1591055353,2
2020-06-02 01:00,1591056043,3
2020-06-02 01:08,1591056523,2
2020-06-02 01:33,1591058023,1
2020-06-02 01:46,1591058773,2
2020-06-02 02:25,1591061143,1
2020-06-02 02:36,1591061773,2
2020-06-02 02:47,1591062433,3
2020-06-02 02:58,1591063093,2
2020-06-02 03:17,1591064233,1
2020-06-02 03:28,1591064923,2
2020-06-02 03:56,1591066573,1
2020-06-02 04:14,1591067653,2
2020-06-02 04:24,1591068283,3
2020-06-02 04:41,1591069273,2
2020-06-02 05:06,1591070803,1
2020-06-02 05:26,1591071973,2
2020-06-02 05:43,1591073023,1
2020-06-02 05:55,1591073713,2
2020-06-02 06:07,1591074433,3
2020-06-02 06:22,1591075333,2
2020-06-02 06:50,1591077013,4
