at,timestamp,sleep_class
2020-06-24 22:51,1593031906,4
2020-06-24 23:52,1593035536,2
2020-06-25 00:14,1593036856,1
2020-06-25 00:31,1593037876,2
2020-06-25 00:57,1593039436,4
2020-06-25 01:09,1593040156,1
2020-06-25 01:10,1593040246,2
2020-06-25 01:19,1593040786,3
2020-06-25 01:36,1593041806,2
2020-06-25 01:54,1593042856,1
2020-06-25 02:12,1593043936,2
2020-06-25 02:47,1593046036,1
2020-06-25 02:59,1593046786,2
2020-06-25 03:19,1593047986,1
2020-06-25 03:36,1593049006,2
2020-06-25 03:54,1593050056,1
2020-06-25 04:06,1593050806,2
2020-06-25 04:19,1593051556,3
2020-06-25 04:27,1593052066,2
2020-06-25 04:39,1593052786,3
2020-06-25 04:51,1593053506,4
2020-06-25 05:11,1593054676,2
2020-06-25 05:22,1593055366,1
2020-06-25 05:44,1593056686,2
2020-06-25 06:00,1593057616,3
2020-06-25 06:20,1593058846,2
2020-06-25 06:33,1593059596,3
2020-06-25 06:45,1593060316,2
2020-06-25 07:09,1593061756,1
2020-06-25 07:27,1593062836,2
2020-06-25 07:43,1593063796,3
2020-06-25 07:53,1593064426,2
2020-06-25 08:16,1593065776,1
2020-06-25 08:27,1593066436,2
2020-06-25 08:30,1593066646,4
