at,timestamp,sleep_class
2020-05-27 20:37,1590608261,4
2020-05-27 21:00,1590609611,2
2020-05-27 21:09,1590610151,3
2020-05-27 21:18,1590610721,2
2020-05-27 21:36,1590611801,1
2020-05-27 21:45,1590612341,2
2020-05-27 22:01,1590613271,4
2020-05-27 22:15,1590614141,2
2020-05-27 22:16,1590614201,1
2020-05-27 22:34,1590615281,2
2020-05-27 22:38,1590615521,4
2020-05-27 22:59,1590616781,3
2020-05-27 23:03,1590617021,2
2020-05-27 23:29,1590618551,3
2020-05-27 23:34,1590618881,2
2020-05-27 23:52,1590619931,3
2020-05-28 00:20,1590621641,2
2020-05-28 00:46,1590623201,1
2020-05-28 00:59,1590623951,2
2020-05-28 01:29,1590625751,1
2020-05-28 01:39,1590626351,2
2020-05-28 02:00,1590627641,1
2020-05-28 02:14,1590628451,2
2020-05-28 02:26,1590629171,3
2020-05-28 02:37,1590629861,4
2020-05-28 02:43,1590630191,3
2020-05-28 02:48,1590630521,2
2020-05-28 03:16,1590632201,1
2020-05-28 03:33,1590633221,2
2020-05-28 03:57,1590634661,1
2020-05-28 04:10,1590635411,2
2020-05-28 04:20,1590636011,3
2020-05-28 04:36,1590637001,4
2020-05-28 04:41,1590637301,3
2020-05-28 04:53,1590637991,2
2020-05-28 05:19,1590639581,1
2020-05-28 05:31,1590640271,2
2020-05-28 06:01,1590642071,3
2020-05-28 06:16,1590642971,2
2020-05-28 06:43,1590644621,1
2020-05-28 07:00,1590645611,2
2020-05-28 07:18,1590646691,3
2020-05-28 07:39,1590647981,4
2020-05-28 07:47,1590648431,3
2020-05-28 08:09,1590649781,4
2020-05-28 08:23,1590650621,2
2020-05-28 08:26,1590650801,3
2020-05-28 08:44,1590651851,4
