at,timestamp,sleep_class
2020-06-21 21:45,1592768707,4
2020-06-21 22:01,1592769697,2
2020-06-21 22:05,1592769937,3
2020-06-21 22:30,1592771407,2
2020-06-21 22:42,1592772157,3
2020-06-21 22:49,1592772577,4
2020-06-21 22:56,1592772967,2
2020-06-21 22:58,1592773087,3
2020-06-21 23:08,1592773717,4
2020-06-21 23:45,1592775907,1
2020-06-21 23:50,1592776237,2
2020-06-21 23:58,1592776717,3
2020-06-22 00:20,1592778037,4
2020-06-22 00:42,1592779327,1
2020-06-22 00:53,1592780017,2
2020-06-22 01:03,1592780617,3
2020-06-22 01:13,1592781217,4
2020-06-22 01:35,1592782537,2
2020-06-22 01:54,1592783647,1
2020-06-22 02:13,1592784817,2
2020-06-22 02:29,1592785777,3
2020-06-22 02:51,1592787067,2
2020-06-22 03:22,1592788927,1
2020-06-22 03:42,1592790157,4
2020-06-22 04:14,1592792047,2
2020-06-22 04:14,1592792077,1
2020-06-22 04:27,1592792857,2
2020-06-22 04:51,1592794267,3
2020-06-22 05:19,1592795947,4
2020-06-22 05:24,1592796277,3
2020-06-22 05:31,1592796667,2
2020-06-22 05:50,1592797807,1
2020-06-22 06:07,1592798857,2
2020-06-22 06:26,1592799997,1
2020-06-22 06:38,1592800687,2
2020-06-22 06:50,1592801437,3
2020-06-22 07:04,1592802247,2
2020-06-22 07:38,1592804317,3
2020-06-22 07:46,1592804797,2
2020-06-22 08:10,1592806207,4
