at,timestamp,sleep_class
2020-06-16 23:06,1592341569,4
2020-06-16 23:16,1592342199,2
2020-06-16 23:21,1592342499,4
2020-06-16 23:36,1592343369,2
2020-06-16 23:45,1592343909,3
2020-06-16 23:53,1592344389,2
2020-06-17 00:12,1592345529,1
2020-06-17 00:26,1592346399,2
2020-06-17 00:34,1592346879,3
2020-06-17 00:44,1592347479,2
2020-06-17 01:26,1592349999,1
2020-06-17 01:47,1592351259,2
2020-06-17 02:04,1592352249,3
2020-06-17 02:12,1592352729,2
2020-06-17 02:42,1592354559,1
2020-06-17 02:55,1592355309,2
2020-06-17 03:14,1592356479,3
2020-06-17 03:42,1592358159,2
2020-06-17 04:03,1592359419,1
2020-06-17 04:18,1592360289,2
2020-06-17 04:47,1592362029,3
2020-06-17 05:15,1592363709,2
2020-06-17 05:34,1592364879,1
2020-06-17 05:43,1592365419,2
2020-06-17 06:04,1592366679,1
2020-06-17 06:19,1592367549,2
2020-06-17 06:35,1592368539,3
2020-06-17 06:58,1592369919,4
2020-06-17 07:07,1592370429,3
2020-06-17 07:15,1592370909,2
2020-06-17 07:38,1592372289,1
2020-06-17 07:51,1592373069,2
2020-06-17 08:03,1592373819,3
2020-06-17 08:26,1592375169,2
2020-06-17 08:56,1592376999,1
2020-06-17 09:11,1592377869,2
2020-06-17 09:29,1592378979,3
2020-06-17 09:43,1592379819,2
2020-06-17 09:59,1592380749,3
2020-06-17 10:00,1592380809,4
2020-06-17 10:12,1592381559,3
2020-06-17 10:17,1592381859,4
2020-06-17 10:28,1592382519,3
2020-06-17 10:36,1592382999,4
