at,timestamp,sleep_class
2020-05-29 21:01,1590782513,4
2020-05-29 22:30,1590787823,1
2020-05-29 22:37,1590788243,2
2020-05-29 23:02,1590789743,1
2020-05-29 23:14,1590790463,4
2020-05-29 23:36,1590791783,2
2020-05-29 23:47,1590792443,1
2020-05-30 00:00,1590793253,2
2020-05-30 00:23,1590794603,1
2020-05-30 00:35,1590795353,2
2020-05-30 01:07,1590797273,1
2020-05-30 01:27,1590798473,2
2020-05-30 01:48,1590799733,1
2020-05-30 02:03,1590800633,2
2020-05-30 02:12,1590801173,3
2020-05-30 02:20,1590801653,4
2020-05-30 02:26,1590802013,3
2020-05-30 02:32,1590802373,2
2020-05-30 03:04,1590804293,1
2020-05-30 03:33,1590806033,2
2020-05-30 03:44,1590806693,3
2020-05-30 04:01,1590807713,4
2020-05-30 04:05,1590807953,3
2020-05-30 04:08,1590808103,4
2020-05-30 04:24,1590809093,2
2020-05-30 04:34,1590809663,1
2020-05-30 04:52,1590810743,2
2020-05-30 05:10,1590811853,3
2020-05-30 05:24,1590812693,2
2020-05-30 05:59,1590814793,3
2020-05-30 06:11,1590815483,2
2020-05-30 06:34,1590816863,1
2020-05-30 06:47,1590817643,2
2020-05-30 06:58,1590818333,3
2020-05-30 07:10,1590819053,2
2020-05-30 07:46,1590821183,1
2020-05-30 07:58,1590821933,2
2020-05-30 08:09,1590822593,3
2020-05-30 08:40,1590824423,4
