at,timestamp,sleep_class
2020-06-02 21:03,1591128218,4
2020-06-02 21:20,1591129238,2
2020-06-02 21:40,1591130408,1
2020-06-02 21:49,1591130948,2
2020-06-02 21:50,1591131038,4
2020-06-02 22:01,1591131668,3
2020-06-02 22:25,1591133138,4
2020-06-02 22:58,1591135118,2
2020-06-02 23:01,1591135298,1
2020-06-02 23:20,1591136408,2
2020-06-02 23:38,1591137488,1
2020-06-02 23:50,1591138238,2
2020-06-02 23:59,1591138778,3
2020-06-03 00:10,1591139438,2
2020-06-03 00:32,1591140758,1
2020-06-03 00:49,1591141778,2
2020-06-03 01:13,1591143218,1
2020-06-03 01:42,1591144958,2
2020-06-03 01:56,1591145798,3
2020-06-03 02:08,1591146488,4
2020-06-03 02:14,1591146848,3
2020-06-03 02:19,1591147178,2
2020-06-03 02:46,1591148798,1
2020-06-03 02:55,1591149338,2
2020-06-03 03:17,1591150628,3
2020-06-03 03:40,1591152038,2
2020-06-03 04:04,1591153448,3
2020-06-03 04:12,1591153928,2
2020-06-03 04:30,1591155038,1
2020-06-03 04:46,1591155998,2
2020-06-03 05:16,1591157798,3
2020-06-03 05:36,1591158998,2
2020-06-03 06:08,1591160918,1
2020-06-03 06:19,1591161578,2
2020-06-03 06:32,1591162328,3
2020-06-03 06:46,1591163198,2
2020-06-03 07:05,1591164338,4
