at,timestamp,sleep_class
2020-06-14 21:05,1592161534,4
2020-06-14 22:05,1592165104,2
2020-06-14 22:10,1592165404,3
2020-06-14 22:19,1592165944,2
2020-06-14 22:31,1592166664,4
2020-06-14 22:52,1592167924,2
2020-06-14 23:08,1592168914,1
2020-06-14 23:21,1592169664,2
2020-06-14 23:51,1592171494,3
2020-06-15 00:03,1592172184,2
2020-06-15 00:19,1592173174,1
2020-06-15 00:33,1592173984,4
2020-06-15 01:04,1592175874,2
2020-06-15 01:05,1592175934,1
2020-06-15 01:17,1592176624,2
2020-06-15 01:50,1592178634,1
2020-06-15 02:10,1592179804,2
2020-06-15 02:25,1592180704,3
2020-06-15 02:42,1592181754,4
2020-06-15 02:48,1592182084,3
2020-06-15 02:53,1592182414,2
2020-06-15 03:13,1592183614,3
2020-06-15 03:22,1592184124,2
2020-06-15 03:53,1592185984,1
2020-06-15 04:18,1592187484,2
2020-06-15 04:39,1592188774,1
2020-06-15 04:50,1592189434,2
2020-06-15 05:09,1592190544,3
2020-06-15 05:40,1592192404,2
2020-06-15 06:01,1592193694,1
2020-06-15 06:24,1592195044,2
2020-06-15 06:42,1592196154,3
2020-06-15 06:55,1592196904,2
2020-06-15 07:33,1592199214,1
2020-06-15 07:44,1592199844,2
2020-06-15 08:00,1592200834,3
2020-06-15 08:22,1592202124,2
2020-06-15 08:46,1592203594,4
